982,correction studio,10.7.2009
983,victim studio,21.12.2010
984,industrial studio,7.6.1979
985,legislature studio,14.12.1966
986,attractions studio,6.6.1981
987,extensive studio,7.5.1985
988,romania studio,28.6.1982
989,lists studio,3.4.1989
990,wed studio,23.6.1963
991,wrestling studio,20.6.1963
992,dirty studio,24.1.1975
993,tv studio,28.7.1964
994,goods studio,22.9.1964
995,examined studio,5.1.1999
996,dell studio,16.11.1990
997,sigma studio,2.9.1969
998,fabric studio,4.2.1990
999,stars studio,15.8.1984
1000,these studio,6.4.1968
